number	title	artist	lyrics
02486	ELE VEM	David M.Quinlan	O tempo de cantar chegou
07779	ESSÊNCIA DA ADORAÇÃO	David M.Quinlan	Quando a música esmorece e o resto
07785	GERAÇÃO QUE DANÇA	David M.Quinlan	Tua graça nos faz dançar com toda força
02493	NÃO HÁ NINGUÉM COMO TU	David M.Quinlan	Não há ninguém como Tu
16325	ATE EX DUVIDA	Day e Lara - Maiara e Maraisa	E ruim hein que eu vou ficar em casa
09135	LOVE WILL LEAD YOU BACK	Dayne Taylor	Saying goodbye is never an...
01271	REVOLTA	D'Black	Diga ó vida me diga me dê...
09876	SEM AR	D'Black	Meus pés não tocam mais o ...
09902	UM MINUTO	D'Black - Negra Li	Olha eu so tenho um minuto
16526	ELA	De Maria	Ela e poema de rima solta
16800	SO PENSO EM VOCE	De Maria	Nada e como parece
16511	AMANHECEU	De Maria - Luiza Possi	Amanheceu as estrelas ja cairam
04849	YOU LIGHT UP MY LIFE	Debbie Boone	So many nights I'd sit by my window
09029	FOOLISH BEAT	Debbie Gibson	There was a time when broken hearts
19132	LOST IN YOUR EYES	Debbie Gibson	I get lost in your eyes
05954	ONLY IN MY DREAMS	Debbie Gibson	Ah ah ah... Everytime I'm...
06483	A LUZ QUE ACENDE O OLHAR	Deborah Blando	A luz que acende o olhar vem das histórias no
01821	ÁGUIAS	Deborah Blando	Eu não consigo mais ter que esconder
06650	CHOCOLATE COM PIMENTA	Deborah Blando	Um frio queimando e um calor de chove
09424	CONTRATO ASSINADO	Deborah Blando	Você esqueceu um detalhe não finja que não
01855	GATA	Deborah Blando	Vem que eu tô doida pra pirar te amar
04115	INDIVISÍVEL	Deborah Blando	Corre em minhas veias sonhos ancestrais
06375	INNOCENCE	Deborah Blando	O céu esconde o que eu queria ver
01856	JUNTO COM O TEU SONHO	Deborah Blando	No mundo vão tentar tirar o seu valor
04491	PRÓPRIAS MENTIRAS	Deborah Blando	Cuide do seu nariz Você fala demais
03935	SOMENTE O SOL	Deborah Blando	Somente o sol você e eu
01959	ÚLTIMA ESTÓRIA	Deborah Blando	Quando eu fecho os olhos e me sinto
03776	UNICAMENTE	Deborah Blando	Vem sentir a era das águas
09247	BREAKFAST AT TIFFANY'S	Deep Blue Something	You'll say we've got nothing in common no
19590	SMOKE ON THE WATER	Deep Purple	We all came out to Montreux
04653	SOLDIER OF FORTUNE	Deep Purple	I have often told you stories
07630	MAIS QUE UM SONHADOR	Degradée	Quando a noite vem começo a pensar
09009	BORN TO TRY	Delta Goodrem	Doing everything that I believe in going by the
03237	O RITMO DA CHUVA	Demétrius	Olho para a chuva que não quer cessar
19892	COOL FOR THE SUMMER	Demi Lovato	Tell me what you want what you like
19175	GIVE YOUR HEART A BREAK	Demi Lovato	The day I first met you
20443	HEART ATTACK	Demi Lovato	Puttin my defenses up ´cause I don´t wanna
19128	LET IT GO	Demi Lovato	Let it go let it go can't...
19260	MADE IN THE USA	Demi Lovato	Our love runs deep like a...
19469	NEON LIGHTS	Demi Lovato	Baby when they look up at the sky
20347	SKYSCRAPER	Demi Lovato	Skies are crying I am watching
19835	SORRY NOT SORRY	Demi Lovato	Now Im out here looking like revenge
19979	STONE COLD	Demi Lovato	Stone cold stone cold
20417	TELL ME YOU LOVE ME	Demi Lovato	Oh no here we go again fighting over what I
19866	THIS IS ME	Demi Lovato	Ive always been the kind of girl
19938	REALLY DONT CARE	Demi Lovato - Cher Lloyd	You wanna play you wanna stay
09219	FOREVER AND EVER	Demis Roussos	Ever and ever forever and ...
19784	GOODBYE, MY LOVE, GOODBYE	Demis Roussos	Hear the wind sings a sad old song
06611	IRACEMA	Demônios da Garoa	La laio la... Iracema eu nunca mais
03245	SAMBA DO "ARNESTO"	Demônios da Garoa	Paiz paiz paiz... O Arnesto nos convidô
01629	SAMBA ITALIANO	Demônios da Garoa	Piove piove fa tempo que piove qua Gigi
03251	SAUDOSA MALOCA	Demônios da Garoa	Se o senhô não tá lembrado
03273	TREM DAS ONZE	Demônios da Garoa	Pá zai zai... Não posso ficar nem mais
15422	O PANCADÃO	Denis e Paulão	Solta o pancadão eu quero ver essa
20525	MANIAC	Denis J	Jus a steel town girl
16489	SOU TEU FA	Dennis DJ - Bruno Martini - Vitin	Raio de Sol brilho mais belo
04878	CONDEMNATION	Depeche Mode	Condemnation Tried here on the stand with the
05897	ENJOY THE SILENCE	Depeche Mode	Words like violence break the silence
19386	JUST CAN'T GET ENOUGH	Depeche Mode	When I'm with you baby I got out of my head
05981	STRANGE LOVE	Depeche Mode	There'll be times when my ...
04931	LAYLA	Derek and The Dominos	What'll you do when you get lonely
19129	LIFE	Des'ree	Oh Life... I'm afraid of the...
19160	YOU GOTTA BE	Des'ree	Listen as your day unfolds
19953	JUMPIN JUMPIN	Destinys Child	Ladies leave your man at home
19131	LOSE MY BREATH	Destiny's Child	Can you keep up Baby boy make me lose
19667	SAY MY NAME	Destiny's Child	Say my name say my name
04971	SURVIVOR	Destiny's Child	Now that you are out of my...
15761	ACREDITE NO SEU CORACAO	Detonautas	Se cair seja capaz de levantar e seguir
07337	DIA COMUM	Detonautas	Por que você se faz o que não...
09493	NÃO RECLAME MAIS	Detonautas	Não reclame mais no meu ouvido eu não
07652	O AMANHÃ	Detonautas	Quando vem o amanhã incerto e a certeza me
02839	O DIA QUE NÃO TERMINOU	Detonautas	Me sinto tão estranho aqui ...
02745	O INFERNO SÃO OS OUTROS	Detonautas	O que seria da tua beleza
16597	O RETORNO DE SATURNO	Detonautas	Visao do espaco estamos tao distantes
01306	OLHOS CERTOS	Detonautas	Tento te encontrar tanto pra dizer meu amor
06543	OUTRO LUGAR	Detonautas	Ainda vou te levar pra outro lugar
06587	QUANDO O SOL SE FOR	Detonautas	Penso no que faço no que fiz e no que vou
02937	TÊNIS ROCK	Detonautas	Peguei meu tênis e fui atrás do meu
02776	UM CARA DE SORTE	Detonautas	Hoje eu acordei com uma vontade
09364	VOCÊ ME FAZ TÃO BEM	Detonautas	Quando eu me perco é quando eu te encontro
16537	POR ONDE VOCE ANDA	Detonautas - Lucas Lucco	Os dias ficam estranhos
01526	AULA DE MATEMÁTICA	Dhi Ribeiro	Pra que dividir sem raciocinar na vida é sempre
17078	PARA USO EXCLUSIVO DA CASA	Dhi Ribeiro	Esse file maravilhoso que e meu bofe
16877	NO MESMO LUGAR	Di Ferrero - Thiaguinho	Andando sem direcao pela
16050	AMOR DE PRIMAVERA	Di Paullo e Paulino	O amor de primavera não termina no verão
16229	NADA MUDOU	Di Paullo e Paulino	Falo que passou digo que acabou
16035	O CORAÇÃO CHORA	Di Paullo e Paulino	Preciso mais uma vez falar com você
16906	ESTRELINHA	Di Paulo e Paulino - Marilia Mendonca	Enxugue esse rosto e venha aqui fora
07294	AINDA QUEIMA A ESPERANÇA	Diana	Uma vela está queimando hoje é nosso
07612	FOI TUDO CULPA DO AMOR	Diana	Peço perdão mais uma vez se compliquei
03719	PORQUE BRIGAMOS	Diana	Quanto mais eu penso em lhe deixar
04915	I SAY A LITTLE PRAYER	Diana King	Say a little prayer for you
09020	CRY ME A RIVER	Diana Krall	Now you say you're lonely you cry the long
04426	BLOWIN' IN THE WIND	Diana Pequeno	Quantos caminhos um homem deve andar
04698	DO YOU KNOW WHERE YOU'RE GOIN' TO	Diana Ross	Do you know where you're goin' to
04942	MISSING YOU	Diana Ross	Since you've been away
09150	ONE LOVE IN MY LIFETIME	Diana Ross	Ooh... yeah... From rags to riches here I stand
20134	UPSIDE DOWN	Diana Ross	I said upside down youre turning me
20069	STOP LOOK LISTEN TO YOUR HEART	Diana Ross - Marvin Gaye	Youre alone all the time
19600	YOU ARE EVERYTHING	Diana Ross - Marvin Gaye	Today I saw somebody who looked
07736	ACLAME AO SENHOR	Diante do Trono	Meu Jesus Salvador outro ...
07739	ADORAMOS O CORDEIRO	Diante do Trono	Jesus... Adoramos o cordeiro adoramos o rei
07741	ÁGUAS PURIFICADORAS	Diante do Trono	Existe um rio Senhor que flui do Teu grande
02404	AINDA EXISTE UMA CRUZ	Diante do Trono	Quem quiser vir após mim
07745	AMIGO FIEL	Diante do Trono	Não há maior não há igual a ti amigo fiel
02409	AOS OLHOS DO PAI	Diante do Trono	Aos olhos do Pai
07760	CORAÇÃO IGUAL AO TEU	Diante do Trono	Se tu olhares Senhor pra dentro de mim
02416	CORAÇÃO TODO TEU	Diante do Trono	Riquezas prazeres conforto
02451	DEUS FIEL	Diante do Trono	Nem olhos viram nem ouvidos ouviram
07778	ESPERANÇA	Diante do Trono	Quando estou só e o choro parece querer
02489	FAZ-NOS UM	Diante do Trono	Pai faz-nos um
07791	JESUS ÉS O MEU AMADO	Diante do Trono	Jesus és o meu amado Jesus nunca Te
07794	LEVA-ME	Diante do Trono	Longe de Ti não quero ficar longe do Teu amor
07797	MANANCIAL	Diante do Trono	Senhor estou aqui para Te ...
07798	ME DERRAMAR	Diante do Trono	Eis-me aqui outra vez diante de Ti abro o meu
05624	NÃO TEMAS	Diante do Trono	Não temas não temas não temas não não
07841	NOS BRAÇOS DO PAI	Diante do Trono	Pai estou aqui olha para mim desesperado por
07844	O CHEIRO DAS ÁGUAS	Diante do Trono	Há esperança para o ferido
07860	PRECISO DE TI	Diante do Trono	Preciso de Ti preciso do ...
05633	QUÃO GRANDE ÉS TU	Diante do Trono	Tu és digno de todo o louvor Senhor
02467	QUEM É JESUS	Diante do Trono	Quem é Jesus eu preciso saber
05634	QUERO CELEBRAR	Diante do Trono	Quero celebrar minha nova vida
07863	QUERO ME APAIXONAR	Diante do Trono	Tenho saudades saudades de ...
02957	QUERO SUBIR	Diante do Trono	Quero subir ao monte Santo de Sião
07871	SEJA O CENTRO	Diante do Trono	Seja o centro seja o tudo em meu coração
02475	TU ÉS REI	Diante do Trono	Tu és Rei e não há outro
07883	TUA CHUVA	Diante do Trono	Posso sentir um cheiro suave no ar posso ouvir
07744	AMIGO DE DEUS	Diante do Trono (Crianças)	Eu quero ser amigo amigo de Deus
07776	ESCONDE-ESCONDE	Diante do Trono (Crianças)	Deus conhece o meu coração ele sabe
07843	O AMOR DO NOSSO DEUS	Diante do Trono (Crianças)	Jesus deixou toda sua glória
03054	COPACABANA	Dick Farney	Existem praias tão lindas ...
03139	MARINA	Dick Farney	Marina morena Marina você se pintou
06622	NEM EU	Dick Farney	Não fazes favor nenhum em gostar de
01301	NICK BAR	Dick Farney	Foi neste bar pequenino onde encontre
06271	PRECISO APRENDER A SER SÓ	Dick Farney-Claudete Soares	Ah se eu te pudesse fazer entender sem teu
01793	FUNERAL DO RICARDÃO	Dicró	Fecharam fecharam o paletó do Ricardão
01690	MELÔ DA GALINHA	Dicró	Você sai de casa igual uma ...
04906	HUNTER	Dido	With one light on in one room
20127	MY LOVERS GONE	Dido	My lovers gone his boots no longer
04974	THANK YOU	Dido	My tea's gone cold,
19810	WHITE FLAG	Dido	I know you think that I shouldnt
16584	INFARTO	Diego e Victor Hugo	Ajuda eu aqui me deu uma tonteira
17073	FACAS	Diego e Victor Hugo - Bruno e Marrone	Primeiramente guarde suas armas
17131	12 HORAS	Dilsinho	Ja fazia um tempo que não aparecia
16525	CONTROLE REMOTO	Dilsinho	Quem dera se depois de ontem voce
16773	DEIXA PRA AMANHA	Dilsinho	Toda vez voce ligava
16715	MISTURADOS	Dilsinho	Olha esse bar lotado
16668	ONZE E POUQUINHO	Dilsinho	Eu achei que tinha
16474	PESSIMO NEGOCIO	Dilsinho	Precisei de mil frases certas pra te conquistar
16424	REFEM	Dilsinho	Aconteceu minha vida estava no lugar
16334	TROVÃO	Dilsinho	Louco pra te amar chego pro jantar
16926	ME DEIXA PRA LA	Dilsinho - Atitude 67	Sera que adiantou o nosso fim
16889	SOGRA	Dilsinho - Henrique e Juliano	Amor me ajuda que sou avoado
16385	IOIO	Dilsinho - Ivete Sangalo	Vai pode fingir que nao e minha agora
16846	NAO VAI EMBORA	Dilsinho - Luisa Sonza	Tudo o que e bom dura tao pouco
16577	POUCO A POUCO	Dilsinho - Sorriso Maroto	Ie e e e Mudei de endereco mas
16802	APAIXONADIN	Dilsinho - Thiaguinho	Vai me diz quero ouvir o que te faz tao feliz
06453	CORUJA	Dino e Deny	Coruja o nome que eu dei àquele alguém que
15894	CHEIRO DE RELVA	Dino Franco e Mourai	Como é bonito estender-se no...
01990	BATENDO A PORTA	Diogo Nogueira	Como é que vai saúde boa
02684	CHEGOU O AMOR	Diogo Nogueira	Ela chegou no meu samba bonita de ver
17143	CLAREOU	Diogo Nogueira	A vida e pra quem sabe viver
16893	EMBOLAE	Diogo Nogueira	Laiaia...viu so onde foi que eu cheguei
01132	MALANDRO É MALANDRO E MANÉ É MANÉ	Diogo Nogueira	Malandro é malandro e mané é mané
16353	PÉ NA AREIA	Diogo Nogueira	Vamos amor vamos fugir bora pra beira do mar
01739	PRA QUE DISCUTIR COM MADAME	Diogo Nogueira	Madame diz que a raça não melhora
15622	QUEM VAI CHORAR SOU EU	Diogo Nogueira - Zeca Pagodinho	Era só um caso passageiro mas logo
19602	ALFIE	Dionne Warwick	What's it all about Alfie
04721	I'LL NEVER FALL IN LOVE AGAIN	Dionne Warwick	What do you get when you fall in love
19126	I'LL NEVER LOVE THIS WAY AGAIN	Dionne Warwick	You looked inside my fantasies
04948	NO NIGHT'S SO LONG	Dionne Warwick	An old friend told me
04975	THAT'S WHAT FRIENDS ARE FOR	Dionne Warwick	And I never thought I'd feel this way
02591	HEARTBREAKER	Dionne Warwick-Bee Gees	I've got to say it and it's hard for me
05880	BROTHERS IN ARMS	Dire Straits	These mist covered mountains are home now
19619	MONEY FOR NOTHING	Dire Straits	Now look at them yoyo's that's the way you
19556	SO FAR AWAY	Dire Straits	Here I am again in this mean old town
19234	SULTANS OF SWING	Dire Straits	You get a shiver in the dark
19889	WALK OF LIFE	Dire Straits	Here comes Johnny singing oldies goldies
20060	WHY WORRY	Dire Straits	Baby I see this world
09239	YOUR LATEST TRICK	Dire Straits	All the late night bargains
07509	AQUI NO MAR	Disney - A Pequena Sereia	O fruto do meu vizinho parece melhor
15440	UM MUNDO IDEAL (A WHOLE NEW WORLD)	Disney - Aladdin	Olha eu vou lhe mostrar como é belo
07510	BIBIDI-BOBIDI-BU	Disney - Cinderela	Salagadula mexe cabula bibidi babi
07550	SOMENTE O NECESSÁRIO	Disney - Mogli	Eu uso o necessário somente o necessário
07530	HAKUNA MATATA	Disney - Timão e Pumba	Hakuna Matata é lindo de ser hakuna matata
15402	AMIGO ESTOU AQUI	Disney - Toy Story	Amigo estou aqui amigo estou aqui
16556	NUNCA TEVE UM AMIGO ASSIM	Disney Aladdin - Marcio Simoes	La vou eu... Ali Baba e os Quarenta Ladroes
15919	VEJO ENFIM A LUZ BRILHAR	Disney Enrolados - Sylvia Salustti - Raphael Rossato	Tantos dias olhando das janelas...
15835	QUER BRINCAR NA NEVE?	Disney Frozen - G.Guimarães-H.Zeitoune-G.Porto	Você quer brincar na neve um boneco quer fazer
15880	VEJO UMA PORTA ABRIR	Disney Frozen - Gabi Porto - Olavo Cavalheiro	Muitas portas se fecharam pra mim sem razão
16746	MINHA INTUICAO	Disney Frozen - Taryn	Eu te escuto mas nao vou
15829	LIVRE ESTOU	Disney Frozen - Taryn Szpilman	A neve branca brilhando no ...
16209	SABER QUEM SOU	Disney Moana - Any Gabrielly	Aqui sempre sempre à beira da água
16683	DE NADA	Disney Moana - Saulo Vasconcellos	Vou te explicar ja saquei
16997	LEALDADE CORAGEM VERDADE	Disney Mulan - Sandy	Meu destino esta nessa guerra
16552	CICLO SEM FIM	Disney Rei Leao - Graca Cunha	Nants ingonyama... Desde o dia em que
16967	LEMBRE DE MIM	Disney Viva a Vida e uma Festa - Rogerio Flausino	Se deixar essa cancao te embalar
02482	CHUTA QUE É LAÇO	DJ Adriano	Conte de um até três
20412	EVERYBODY	DJ Bobo	Everybody loves to dance with another summer
09400	BAR DO TOBAS	DJ Maluco	Tobas é um cara muito conhecido
04343	AÇAÍ	Djavan	Solidão de manhã poeira tomando
09383	ÁLIBI	Djavan	Havia mais que um desejo a força do beijo
01648	BOA NOITE	Djavan	Meu ar de dominador
07566	CAIR EM SI	Djavan	Às vezes parece um tambor mas não é tambor
01286	CAPIM	Djavan	Capim do vale Vara de goiabeira
07085	CELEUMA	Djavan	Não me deixe sem me ouvir falar
06903	CIGANO	Djavan	Te querer viver mais pra ser exato te seguir
09438	DELÍRIO DOS MORTAIS	Djavan	Rio podem dizer o que quiser mas o xodó do
09657	DESANDOU	Djavan	Me diga já o que foi que aconteceu
09658	DESENHO DE GIZ	Djavan	Quem quer viver um amor mas não quer suas
06910	DIA AZUL	Djavan	Tu somente tu irás converter a neve em dia
01902	É HORA	Djavan	É hora de trabalhar
04111	EU TE DEVORO	Djavan	Teus sinais me confundem
06415	FALTANDO UM PEDAÇO	Djavan	O amor é um grande laço um passo pra uma
07134	FARINHA	Djavan	A farinha é feita de uma planta da família
03104	FLOR DE LIZ	Djavan	Valei-me Deus é o fim do nosso amor
07144	FLOR DO MEDO	Djavan	Venha me beijar de uma vez
09468	INFINITO	Djavan	Tô perdido por alguém não consigo ver nada
07162	LEI	Djavan	Vou lhe contar nem dá pra ...
03328	LILÁS	Djavan	Amanhã outro dia
03130	LINHA DO EQUADOR	Djavan	Luz das estrelas laço do infinito
15664	MALEDETO	Djavan	Tô aqui sempre fazendo planos pra estar com
03154	MEU BEM QUERER	Djavan	Meu bem querer é segredo é sagrado
07185	MUNDO VASTO	Djavan	Conta pra pagar a vida é o mesmo beabá
03964	NEM UM DIA	Djavan	Um dia frio um bom lugar pra ler um livro
03194	OCEANO	Djavan	Assim que o dia amanheceu lá no mar alto
03199	OUTONO	Djavan	Um olhar uma luz
03215	PÉTALA	Djavan	O seu amor...
01626	SABES MENTIR	Djavan	Sabes mentir hoje eu sei que tu sabes
06750	SE ACONTECER	Djavan	As estrelas brilham sem saber
03252	SE...	Djavan	Você disse que não sabe se não
06980	SERRADO	Djavan	Se o Senhor me for louvado eu vou voltar pro
03257	SINA	Djavan	Pai e mãe ouro de mina
15509	SORRI (SMILE)	Djavan	Sorri quando a dor te torturar
15352	SORRISO DE LUZ	Djavan	No primeiro olhar deu pra imaginar
07717	UM AMOR PURO	Djavan	O que há dentro do meu coração
06463	MILAGREIRO	Djavan - Cássia Eller	Agora vamos ter os girassois do fim do ano
19723	CAKE BY THE OCEAN	DNCE	Oh no
03416	DO JEITO QUE EU GOSTO	Do Jeito Que Eu Gosto	Lá laiá lá... Foi bom te encontrar
01125	AMOR JOGADO FORA	Doce Encontro	Faz tempo que eu não venho aqui
01111	LUGARES PROIBIDOS	Doce Encontro	Eu gosto do claro quando é ...
01116	PERDOA	Doce Encontro	Perdoa... Eu sei que é tarde mas me escuta
01136	TÔ DE SACO CHEIO	Doce Encontro	La laiá... De tudo reclama e mesmo se eu faço
03503	A NOITE DO MEU BEM	Dolores Duran	Hoje eu quero a rosa mais linda que houver e a
07014	DIO COME TI AMO	Domenico Modugno	Nel cielo passano le nuvole
07025	NEL BLU DIPINTO DI BLU	Domenico Modugno	Penso che un sogno cosi non ritorni
07030	PIOVE	Domenico Modugno	Ciao ciao bambina un bacio ancora
03091	EU SÓ QUERO UM XODÓ	Dominguinhos	A sa ca po re iê mo dum ô hô ma bê
03118	ISSO AQUI TÁ BOM DEMAIS	Dominguinhos	Olha isso aqui tá muito bom
16154	TER VOCÊ É TER RAZÃO	Dominguinhos	Quando eu lembro de você coração
02885	COM TODOS MENOS COMIGO	Dominó	Vai por aí com uns e com outros ...
01722	COMPANHEIRO	Dominó	O sol está brilhando ô ô ô
02851	ELA NÃO GOSTA DE MIM	Dominó	Eu levo jeito no esporte sou bom
01689	MANEQUIM	Dominó	Um sonho vindo na passarela
01737	P DA VIDA	Dominó	Tô p da vida
07670	PENSANDO NELA	Don Beto	Quando a chuva me molhar pelas ruas vou
04643	NEVER ON SUNDAY	Don Gibson	Oh you can kiss me on a Monday a Monday
20442	CASTLES IN THE AIR	Don McLean	And if she asks you why you can tell her
09251	CRYING	Don McLean	I was all right for a while I could smile
04005	MI DIOS Y MI CRUZ	Donato e Estefano	Uh... uh... Sera que el tiempo tiener mil
04273	GALOPEIRA (GALOPERA)	Donizete	Foi num baile em Assuncion
19088	BREAKAWAY	Donna Summer	For too long she was feeling that her love
20342	COULD IT BE MAGIC	Donna Summer	Spirits move me everytime I´m near you
19210	HOT STUFF	Donna Summer	Sittin' here eatin' my heart out waitin
19485	I FEEL LOVE	Donna Summer	Ohhh it's so good it's so good it's so good
20195	LAST DANCE	Donna Summer	Last dance last chance for love
20424	MACARTHUR PARK	Donna Summer	Spring was never waiting for us dear
20468	ON THE RADIO	Donna Summer	Someone found a letter you wrote me on the radio
04502	A TIME FOR US	Donny Osmond	A time for us someday will be when chains are
04831	LISTEN TO THE MUSIC	Doobie Brothers	Don't you feel it growin'
20018	LONG TRAIN RUNNIN	Doobie Brothers	Down around the corner half a mile from
09071	WHAT A FOOL BELIEVES	Doobie Brothers	He came from somewhere back in her long
04869	BREAK ON THROUGH	Doors (The)	You know the day destroys the night night
04733	LIGHT MY FIRE	Doors (The)	You know that it would be untrue
19708	RIDERS ON THE STORM	Doors (The)	Riders on the storm Riders on the storm
19393	ROADHOUSE BLUES	Doors (The)	Oh keep your eyes on the road your hands upon
02899	VOCÊ É CRIANÇA PRA MIM	Dori Edson	Pegue sua boneca e vê se ...
04545	QUE SERA SERA	Doris Day	When I was just a little girl
01669	É ISSO AÍ (ISSO É PROBLEMA DELA)	Dóris Monteiro	Preparei uma roda de samba ...
03184	O BEM E O MAL	Dorival Caymmi	Eu guardo em mim dois ...
09528	RETIRANTES	Dorival Caymmi	Lê lê lê... Vida de negro é difícil é difícil como
01317	VATAPÁ	Dorival Caymmi	Quem quiser vatapá ô que procure fazer
01372	ACALANTO	Dorival Caymmi - Nana Caymmi	É tão tarde a manhã já vem ...
04782	THE CAPTAIN OF HER HEART	Double	It was way past midnight
19502	DEFINITELY SURE	Double You	And everytime that I'm feeling sure
05936	LOOKING AT MY GIRL	Double You	It happened long ago when I don't know
05961	RUN TO ME	Double You	You gotta run to me oh can't you see
05968	SHE'S BEAUTIFUL	Double You	Tell me baby what you are going to do
09989	WE ALL NEED LOVE	Double You	We all need love we all need love
17134	FIGURINHA	Douglas e Vinicius - MC Bruninho	Sera que da pra consertar aquele erro
09169	SEXY EYES	Dr. Hook	I was sitting all alone
19710	SHARING THE NIGHT TOGETHER	Dr. Hook	You're looking kinda lonely girl
07118	EH OH EH OH	Dr. Silvana e Cia	Eh oh eh oh... Você parece ...
03447	SERÃO EXTRA	Dr. Silvana e Cia	New Iguaçu três e meia da madrugada
20186	TOOSIE SLIDE	Drake	Black leather gloves no sequins
04596	MY GIRL	Drifters	I've got sunshine on a cloudy day
04547	SAVE THE LAST DANCE FOR ME	Drifters	You can dance every dance with the guy
20083	BREAK MY HEART	Dua Lipa	Ive always been the one to say
20042	DONT START NOW	Dua Lipa	If you dont wanna see me
19821	IDGAF	Dua Lipa	You call me all friendly
20184	LEVITATING	Dua Lipa	If you wanna run away with me
20357	LOVE AGAIN	Dua Lipa	I never thought that I would find a way out
19770	NEW RULES	Dua Lipa	One one... Talkin in my sleep at night
20487	PHYSICAL	Dua Lipa	Common love isn`t for us
20330	WE´RE GOOD	Dua Lipa	I´m on na island even when you´re close
07646	NÃO FAZ ASSIM COMIGO NÃO	Duda	Não faz assim comigo não vai machucar
16641	BIXINHO	Duda Beat	O bixinho
16821	CHEGA	Duda Beat - Mateus Carrilho - Jaloo	Voce domina todos os meus pensamentos
09464	GRILO NA CUCA	Dudu França	Grilo na cuca grilo na cuca... meu coração é
07043	A GRANDE FAMÍLIA	Dudu Nobre	Esta família é muito unida e também muito
04314	FELIZ DA VIDA	Dudu Nobre	Neném vem me dar um pouquinho
06699	GOIABADA CASCÃO	Dudu Nobre	Goiabada cascão em caixa
04445	NO MEXE MEXE NO BOLE BOLE	Dudu Nobre	Tô querendo Esse seu amor
06677	TEMPO DE DON DON	Dudu Nobre	No tempo que Don Don jogava no Andara
07689	RASTROS NA AREIA	Duduca e Dalvan	O sonho que tive esta noite foi o exemplo de
19742	MERCY	Duffy	Yeah yeah yeah
06363	CANÇÃO DO MAR	Dulce Pontes	Fui bailar no meu batel além do mar cruel
